Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info,(Y/N),Notes,,Test - auto-topic generator
0520-0001,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,I need to know if I can travel from Toronto to Muskoka cottage this weekend,"Fun, Good, Bad",N,,,
0520-0018,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,Moi garçon testé positif après 14jour encor des symptôme,Feedback unclear,N,,,
0520-0019,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,,Pendant combien de temps pouvons-nous avoir des symptômes et combien de temps pouvons-nous être contagieux. Est-ce que les symptômes peuvent durer plus de 14 jours?,Contagious,N,,,
0520-0020,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,You don't answer what is covid-19? Other than a new disease.,What is COVID,N,,,
0520-0021,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,Procedure for laundering Covid contaminated bedding,Cleaning,N,,,
0520-0022,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,"I want to know if I have one of the coronavirus symptoms such as muscle pain, what pain med should I take?","Treatment ",N,,,
0520-0023,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,if I live on a farm by myself and am in self isolation can I go around my farm,Quarantine isolation self-isolation,N,,,
0520-0024,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,,je veux savoir combien de temps a ce moment pour recevoir un resultat de test covid19... pour ma région géographique.... La ligne covid 19 ne peut dire et le temps metionner de l hopital est fautif.....C est très frustrant et est ce que mon test a bien ete recu et fait?????????????,Testing,N,,,
0520-0025,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,"J'aimerais avoir les coordonnées téléphoniques car a la demande de CHUS, on me demande d'aller passer le test pour la covid vu mes symptômes",Testing,N,,,
0520-0026,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,"mental health portal URL just given by minister of health, no whereto be found!",Mental health,N,,,
0520-0027,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,I’m not in the right place,Jaimerais savoir pour le co voiturage..... dois je avoir mon passager en arriere ou il peut etre assis a cote moi,"Permissible activities,  Carpool",N,,,
0520-0028,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,What is the coronavirus?,What is COVID,N,,,
0520-0029,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,Other reason,So when are yall going to roll out the mark?,Feedback unclear,N,,,
0520-0030,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,,No details,N,,,
0520-0031,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,how to treat myself at home?,Treatment,N,,,
0520-0032,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,Other reason,"The list of symptoms doesn’t include any of the new ones I’ve been hearing about (loss of smell/taste, purple rash, etc).",Symptoms,N,,,
0520-0033,2020-05-10,Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,N,I’m not in the right place,,No details,N,,,
0520-0034,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,"If you are for example walking down a hallway and you cant maintain the 2 meters distance, is there a time limit for when you need to worry about possibly becoming infected",Avoid infection,N,,,
0520-0035,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,Are we able to visit immediate family if physical distancing is maintained and group size is less than 10 people?,"Permissible activities,  Social contact",N,,,
0520-0036,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,"If a company has a confirmed case of COVID-19, do employees working there have a right to not got to work for safety reasons?",Workplaces,N,,,
0520-0037,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,Enfant ayant urticaire sur bras quoi faire ?,Treatment,N,,,
0520-0038,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,I have symptoms of severe common cold ?,Symptoms,N,,,
0520-0039,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,Other reason,endroit pour passer le test a drummondville,Testing,N,,,
0520-0040,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,Have fever for four days How to take it down,Treatment,N,,,
0520-0041,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,"If daycares are closed, how can my neighbor still be looking after 3 preschoolers? Isn’t that a health risk to her and the children?","Permissible activities,  Childcare",N,,,
0520-0042,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,why is there not information for severe symptoms. Directing the general public to call their health care provider for suggestions to relieve symptoms seems like a time waster when acute symptoms require acute treatment -- like 911 or presentation for urgent assessment like an urgent care or ER/ED,Symptoms,N,,,
0520-0043,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,I have the runs (flu). It's almost a liquid.,Feedback unclear,N,,,
0520-0044,2020-05-10,Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,N,The answer I need is missing,ma conjointe a été teste positif le 6 avril .Cela fait 4 test qui sont négatifs mais mon employeur refuse que je retourne travailler car j ai pas passe de test,Workplaces,N,,,
0520-0045,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,,How do you report someone it quarantining after being out of the country,Report rule breaking,N,,,
0520-0046,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,I'm working in Louisiana State if I have A test before and is Negative no Covid 19 on my blood system and I FLy back to Canada do I still need to be in quarantine for 14 days,Travel from outside Canada,N,,,
0520-0047,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,"Est-ce qu'il est possible de passer un test pour savoir si on a eu le covid, pour être en mesure de retourner au travail sans avoir peur de l'attrapper",Workplaces,N,,,
0520-0048,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,,No details,N,,,
0520-0049,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The information isn’t clear,,No details,N,,,
0520-0050,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,I’m not in the right place,,No details,N,,,
0520-0051,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The information isn’t clear,I would please like to know what the symtem s are for the virus please,Symptoms,N,,,
0520-0052,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,I need to apply for the Canada Emergency Student Benefit.,Financial support,N,,,
0520-0053,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,,No details,N,,,
0520-0054,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,Other reason,"Ma tempéreture corporelle monte et redescend depuis 2 jours et j'ai ma l aux membres mais plus aux jambes,Je tousse et j'ai comme une infection dans le nez et aux parties intimesça pique.Donc je veux savoir si mes symptômes pourrait être le coronavirus.",Symptoms,N,,,
0520-0055,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,I’m not in the right place,,No details,N,,,
0520-0056,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,,"My daughter is moving into her first appartment may 31st. She needs help moving in furniture and boxes! Is there any exemption to this, we don't want to get a fine of $1000","Permissible activities,  Moving",N,,,
0520-0057,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,Other reason,Es til normal que le temps d avoir le resultat du test prend plus que 72h quand il te dise entre 48h et 72h,Testing,N,,,
0520-0058,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,Une personne qui a le covid-19 combien de jours était t'elle contagieuse avant les symptômes,Contagious,N,,,
0520-0059,2020-05-10,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,Quand on travail et qu'on met notre vie en danger il y a un revenu de 100$ /sem je veux m'inscrire merci .Je suis chauffeur d autobus scolaire,Feedback unclear,N,,,
0520-0060,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,If I have tested positive and finished my isolation period will I be able to get someone else sick.,Contagious,N,,,
0520-0061,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,how long will cover live on paper and cardboard,Virus survival,N,,,
0520-0062,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,I am wondering if a person should stay home after their symptoms of a cold (non-confirmed COVID-19) for 14 additional days? What is the risk of being out in the community immediately after symptoms subside?,Contagious,N,,,
0520-0063,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,,No details,N,,,
0520-0064,2020-05-10,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,"I hear people talking about being a ""covid carrier"" what does that mean?",Terminology,N,,,
0520-0065,2020-05-10,Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,N,The answer I need is missing,"Bonsoir j’ai essayé à plusieurs reprise de trouvé une réponse à ma situation. Tous n’a aucune idée, car ma situation est pour la santé public. ma question: est-ce obligatoire de déclaré à mon employeur no.1 que j’ai un emploi à l’hôpital employeur no.2? est-ce obligatoire pour la santé public?",Workplaces,N,,,
0520-0066,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,application form,Feedback unclear,N,,,
0520-0067,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,Do we need to be concerned with people dropping light cigarette butts over their balcony and it falling onto our patio,Transmission,N,,,
0520-0068,2020-05-11,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,,No details,N,,,
0520-0069,2020-05-11,Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,N,,"séjour de 7 jours en milieux hospitalier pour une opération, isolation???",Quarantine isolation self-isolation,N,,,
0520-0070,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0071,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,Can I visit unrelated friends in their home?,No details,N,,,
0520-0072,2020-05-11,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,,Je suis de Québec est ce que je peux aller visiter mon frère à terrebonne pour2 jours,"Permissible activities,  Social contact",N,,,
0520-0073,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,All the symptoms,Symptoms,N,,,
0520-0074,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The information isn’t clear,Are there other symptoms other than the ones listed for covid19,Symptoms,N,,,
0520-0075,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,,Just want to know when people can see their grandchildren,"Permissible activities,  Social contact",N,,,
0520-0076,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,Other reason,When I can return back to work after get covid test negative?,Workplaces,N,,,
0520-0077,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,Other reason,Symptoms if I might have Covid-19! I have low immune system as well as heart problems.,Symptoms,N,,,
0520-0078,2020-05-11,Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,N,The answer I need is missing,"Où, comment puis-je obtenir réponse à une question très précise : Le Coronavirus peut-il se transmettre sexuellement lors de : - baisers - cunnilingus - fellation par exemple... ?",Transmission,N,,,
0520-0079,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,If your sense of smell is gone- isn’t that a sign something is wrong? You,Symptoms,N,,,
0520-0080,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The information isn’t clear,"Too vague, wishing to capture all? I have no contact with anyone, but sore throat, mucus, fever 100F, stomach upset, bad headache, trouble breathing, pain all over, but thanks to COVID-19 no asthma injections (severe asthmatic), and no ketamine infusions for pain. GP & Resperoligist hiding.",Symptoms,N,,,
0520-0081,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,We have wedding event on June 26. I know 50 persons are allowed in gathering but how it will work ? I need detail. Also outside catering is allowed or not...,"Permissible activities,  Wedding",N,Personal information (email address) was included in email and has been removed.,,
0520-0082,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,Other reason,I want to send masks to Canada from Turkey. But I need more details regarding your standards. I've seen the American flag on some standards and need the spec for it. Can you help?,PPE,N,,,
0520-0083,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0084,2020-05-11,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,I’m not in the right place,,No details,N,,,
0520-0085,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,"I was looking for things to do IF you get/have the virus....you know, bed rest, drink fluids etc","Treatment,  At home",N,,,
0520-0086,2020-05-11,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,,No details,N,,,
0520-0087,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,I’m not in the right place,,No details,N,,,
0520-0088,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,The answer I need is missing,How long does the coronavirus life on coin?,Virus survival,N,,,
0520-0089,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,,Antibiotics,"Treatment ",N,,,
0520-0090,2020-05-11,Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,N,,how long does Covid-19 last on cardboard?,Virus survival,N,,,
0520-0091,2020-05-11,Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,N,The answer I need is missing,,No details,N,,,
0520-0092,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,"If you become ill with just a normal flu, Does the 14 day precaution isolation period begin after you are symptom free?",Quarantine isolation self-isolation,N,,,
0520-0093,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,how long is a person contagious prior to symptoms? you only talk about the incubation period. thank you,Contagious,N,,,
0520-0094,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0095,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0096,2020-05-10,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,How long to isolate after being diagnosed. Important for co-workers to understand the protocol,Quarantine isolation self-isolation,N,,,
0520-0097,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0098,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0099,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0100,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0101,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0102,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,I was looking for the stages and there not here,Course of illness,N,,,
0520-0103,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,,No details,N,,,
0520-0104,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,what is the medical advice for canadians diagnosed with covid? is the use of ice the counter medications to treat symptoms reconsider?,"Treatment,  At home",N,,,
0520-0105,2020-05-11,Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,N,The answer I need is missing,"Not all of the symptoms are mentioned, ie. muscle pain.","Symptoms ",N,,,
