"URL","Language","Title","Has Alert","H2","Breadcrumb LVL2 Name","Breadcrumb LVL2 URL","Breadcrumb LVL3 Name","Breadcrumb LVL3 URL","Breadcrumb LVL4 Name","Breadcrumb LVL4 URL","Last Modified","Last Crawled","Author","dcterms.subject","dcterms.audience","dcterms.type","desc"
"https://www.pc.gc.ca/fr/lhn-nhs/pe/skmaqn/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au lieu historique national de Skmaqn–Port-la-Joye–Fort-Amherst - Lieu historique national de Skmaqn–Port-la-Joye–Fort-Amherst","false","La maladie à coronavirus (COVID-19) et votre visite au lieu historique national de Skmaqn–Port-la-Joye–Fort-Amherst","Lieux historiques nationaux","/fr/lhn-nhs","Lieu historique national de Skmaqn–Port-la-Joye–Fort-Amherst","/fr/lhn-nhs/pe/skmaqn","Planifiez votre visite","/fr/lhn-nhs/pe/skmaqn/visit","2020-03-30T00:00:00Z","2020-03-31T06:46:46.911Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://www.pc.gc.ca/fr/pn-np/nb/kouchibouguac/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au Parc national Kouchibouguac - Parc national Kouchibouguac","false","La maladie à coronavirus (COVID-19) et votre visite au Parc national Kouchibouguac","Parcs nationaux","/fr/pn-np","Parc national Kouchibouguac","/fr/pn-np/nb/kouchibouguac","Planifiez votre visite","/fr/pn-np/nb/kouchibouguac/visit","2020-03-30T00:00:00Z","2020-03-31T06:46:54.897Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://sante.canada.ca/fr/sante-publique/organisation/contactez-nous.html","fr","Contactez-nous - Agence de la santé publique du Canada","false","Pour des informations sur la COVID-19; Renseignements généraux; Administration centrale; Bureaux régionaux; Activités et initiatives du gouvernement du Canada","Agence de la santé publique du Canada","https://www.canada.ca/fr/sante-publique.html",,,,,"2020-03-30T00:00:00Z","2020-03-31T06:37:36.442Z",,,,,"Visitez notre Foire aux questions (FAQ) pour de l'information à propos de l'Agence de la santé publique du Canada, et sur les sujets suivants"
"https://www.canada.ca/fr/reseau-information-patrimoine.html","fr","Réseau canadien d'information sur le patrimoine","false","Suivez :; Nouveautés; En demande; Services et renseignements; Contactez-nous; Ce que nous faisons; Renseignements sur l'organisation; En vedette",,,,,,,"2020-03-30T00:00:00Z","2020-03-31T06:37:33.639Z","Réseau canadien d'information sur le patrimoine",,,,
"http://dawsoncreek.bc.rcmp-grc.gc.ca/ViewPage.action?categoryId=340&contentId=-1&languageId=4&siteNodeId=1019","fr","GRC en C.-B. -","false","Suivre :; Contactez-nous; Produits","C.-B.","/ViewPage.action?siteNodeId=14&languageId=4&contentId=-1","Contactez-nous","/ViewPage.action?siteNodeId=26&languageId=4&contentId=-1","Détachements","/ViewPage.action?siteNodeId=27&languageId=4&contentId=-1","2020-03-30T00:00:00Z","2020-03-31T06:37:10.507Z",,"Détachements de la GRC en C.-B.",,,
"https://www.canada.ca/fr/agence-revenu/organisation/coordonnees/centres-fiscaux.html","fr","Centres fiscaux","true","Centre fiscal de Jonquière; Centre fiscal de Sudbury; Centre fiscal de l'Île-du-Prince-Édouard; Centre fiscal de Winnipeg","Agence du revenu du Canada","/fr/agence-revenu.html","Communiquez avec l’Agence du revenu du Canada","/fr/agence-revenu/organisation/coordonnees.html",,,"2020-03-30T00:00:00Z","2020-03-31T06:37:23.523Z","Agence du revenu du Canada",,"grand public","coordonnées","Cette page Web fournit les coordonnées des centres fiscaux de l'Agence du revenu du Canada."
"https://www.cbsa-asfc.gc.ca/prog/nexus/menu-fra.html","fr","NEXUS","true","Avis : Protocole sur le Coronavirus (COVID-19); Avis : Avez-vous activé votre carte NEXUS?; Vous songez à avoir recours à une tierce partie? Voici ce que vous devez savoir; Quels sont les avantages?; Renseignements généraux; De quelle façon allez-vous voyager?; Participants à NEXUS; Contactez NEXUS; Vidéos","Voyageurs","/travel-voyage/menu-fra.html",,,,,"2020-03-30T00:00:00Z","2020-03-31T06:46:04.683Z",,"Douanes; Passage des frontières; Coopération internationale",,,"Le site Web officiel du gouvernement du Canada pour les demandes d'adhésion au programme NEXUS."
"https://www1.canada.ca/fr/tss/index.html","fr","Tribunal de la sécurité sociale du Canada","false","Suivez :; Mesures concernant le coronavirus (COVID-19); Nouveautés; Services et renseignements; Renseignements organisationnels; En demande; Coordonnées; Autres renseignements pour les",,,,,,,"2020-03-30T00:00:00Z","2020-03-31T06:48:12.912Z",,"tribunal",,,"Directives du président pour les membres du Tribunal"
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/coronavirus-covid19/bureaux.html","fr","Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa","true","Sur cette page :; Bureaux en personne d’IRCC au Canada; Bureaux temporaires d’IRCC au Canada; Points de service de collecte de données biométriques; Centres de réception des demandes de visa (CRDV); Mises à jour et liens connexes","Immigration, Réfugiés et Citoyenneté Canada","/fr/immigration-refugies-citoyennete.html","Les répercussions de la COVID-19 sur IRCC","/fr/immigration-refugies-citoyennete/services/coronavirus-covid19.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:51:02.598Z","Immigration, Réfugiés et Citoyenneté Canada","GV Gouvernement et vie politique; Politique; Politique d'immigration",,,"Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : bureaux d’IRCC et les centres de réception des demandes de visa"
"http://northcowichan-duncan.bc.rcmp-grc.gc.ca/ViewPage.action?contentId=-1&languageId=4&siteNodeId=28","fr","GRC en C.-B. - Salle de nouvelles","false","Produits; Contactez-nous; Twitter","C.-B.","/ViewPage.action?siteNodeId=14&languageId=4&contentId=-1",,,,,"2020-03-30T00:00:00Z","2020-03-31T02:51:10.411Z",,"Salle de nouvelles",,,"Les derniers communiqués de presse publiés par la GRC de la Colombie-Britannique."
"http://northcowichan-duncan.bc.rcmp-grc.gc.ca/ViewPage.action?contentId=-1&languageId=4&p=1&siteNodeId=28","fr","GRC en C.-B. - Salle de nouvelles","false","Produits; Contactez-nous; Twitter","C.-B.","/ViewPage.action?siteNodeId=14&languageId=4&contentId=-1",,,,,"2020-03-30T00:00:00Z","2020-03-31T02:51:19.610Z",,"Salle de nouvelles",,,"Les derniers communiqués de presse publiés par la GRC de la Colombie-Britannique."
"http://bc.rcmp-grc.gc.ca/ViewPage.action?contentId=-1&languageId=4&p=2&siteNodeId=1056","fr","GRC du District du Lower Mainland -","false",,"C.-B.","http://cb.rcmp-grc.gc.ca/ViewPage.action?siteNodeId=14&languageId=4&contentId=-1","District du Lower Mainland","/ViewPage.action?siteNodeId=1047&languageId=4&contentId=-1",,,"2020-03-30T00:00:00Z","2020-03-31T02:51:20.945Z",,"Votre GRC en C.-B., alertes publiques, salle de nouvelles, services de police, communiquez avec nous, comment puis-je..., protégez-vous, carrières, personnes disparues, les individus recherchés",,,
"https://voyage.gc.ca/destinations/arabie-saoudite","fr","Conseils et avertissements pour Arabie saoudite","true","Avertissement officiel global aux voyageurs; Niveau(x) de risque; Sécurité; Exigences d'entrée et de sortie; Santé; Lois et coutumes; Catastrophes naturelles et climat; Assistance","Voyage","/","Destinations","/destinations",,,"2020-03-30T00:00:00Z","2020-03-31T02:51:28.795Z",,"Voyages",,,"Conseils aux voyageurs et avertissements officiels du gouvernement du Canada pour l'Arabie saoudite"
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/instruments-medicaux/quoi-neuf.html","fr","Quoi de neuf - Matériels médicaux","false",,"Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-30T00:00:00Z","2020-03-31T02:51:30.838Z","Santé Canada","HE Santé et sécurité","grand public","page de navigation; formulaires","Liste des mises à jour de la section Matériels médicaux du site Web de Santé Canada"
"https://www.canada.ca/fr/emploi-developpement-social/ministere/avis/coronavirus.html","fr","Maladie à coronavirus (COVID-19) – Prestations et services","false","Avis important : Les bureaux de Service Canada ont changé la façon dont vous pouvez accéder leurs services; Pour les individus; Où trouver votre NAS; Demander un NAS; Demandes non urgentes; Demandes urgentes; Délivrance et livraison du NAS pour les demandes postées; Résidents temporaires renouvelant un NAS expirant ou expiré; En milieu de travail (pour les employés et employeurs); Formats substituts; Dans cette section; Maladie à coronavirus (COVID-19) dans les milieux de travail sous réglementation fédérale; Rôles et responsabilités; Droits des employés selon la partie II du Code canadien du travail; Santé mentale; Droits des employés et congés; Exigences de déclaration; Qu’est-ce que la maladie à coronavirus (COVID-19)?; Information et ressources; Communiquer avec le Programme du travail; Liens connexes","Emploi et Développement social Canada","/fr/emploi-developpement-social.html","Renseignements organisationnels d'EDSC","/fr/emploi-developpement-social/ministere.html","Avis","/fr/emploi-developpement-social/ministere/avis.html","2020-03-30T00:00:00Z","2020-03-31T02:50:30.502Z","Emploi et Développement social Canada","HE Santé et sécurité; Maladie",,"avis","Renseignements et mises à jour sur le coronavirus en milieu de travail, dans les centres Service Canada et comment celui-ci influence la prestation de services à EDSC tel que l’assurance-emploi."
"https://www.canada.ca/fr/commission-fonction-publique/renseignements-specialistes-ressources-humaines/principes-directeurs-methodes-alternatives-evaluations-langue-seconde.html","fr","Principes directeurs pour des méthodes alternatives aux évaluations de langue seconde : maladie à coronavirus (COVID-19)","false","Contexte; Postes admissibles; Principes; Évaluateurs; Méthode d’évaluation; Résultats de l’évaluation; Surveillance","Commission de la fonction publique","/fr/commission-fonction-publique.html","Renseignements à l’intention des spécialistes des ressources humaines : maladie à coronavirus (COVID-19)","/fr/commission-fonction-publique/renseignements-specialistes-ressources-humaines.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:50:38.381Z","Commission de la fonction publique du Canada",,,,
"https://www.canada.ca/fr/services/police.html","fr","Services de police, justice et urgences","false","Suivez :; Services et renseignements; En demande",,,,,,,"2020-03-30T00:00:00Z","2020-03-31T02:50:42.459Z","Sécurité publique Canada",,"grand public",,"Découvrez comment nous assurons la sécurité des Canadiens, comment fonctionne notre système judiciaire, comment préparer votre famille en cas d’urgence et où trouver des services pour les victimes d’actes criminels."
"http://richmond.rcmp-grc.gc.ca/ViewPage.action?contentId=63750&languageId=4&siteNodeId=2122","fr","Richmond RCMP - La GRC de Richmond prend des mesures afin de prévenir la propagation de la COVID-19","false",,"C.-B.","http://cb.rcmp-grc.gc.ca/ViewPage.action?siteNodeId=14&languageId=4&contentId=-1","Page d'accueil","/ViewPage.action?siteNodeId=980&languageId=4&contentId=-1","Salle des nouvelles","/ViewPage.action?siteNodeId=991&languageId=4&contentId=-1","2020-03-30T00:00:00Z","2020-03-31T02:50:42.909Z",,"La GRC de Richmond prend des mesures afin de prévenir la propagation de la COVID-19",,,"La GRC de Richmond prend des mesures afin de prévenir la propagation de la COVID-19"
"http://cb.rcmp-grc.gc.ca/ViewPage.action?contentId=-1&languageId=4&siteNodeId=1241","fr","GRC en C.-B. - Demande d'information","false","Produits; Contactez-nous","C.-B.","/ViewPage.action?siteNodeId=14&languageId=4&contentId=-1","Alertes publiques","/ViewPage.action?siteNodeId=37&languageId=4&contentId=-1",,,"2020-03-30T00:00:00Z","2020-03-31T02:50:45.561Z",,"Demande d'information",,,"Demande d'information - Nous avons besoin de votre aide"
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/coronavirus-covid19/residents-permanents.html","fr","Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : résidents permanents","true","Sur cette page :; Serai-je autorisé à rentrer au Canada si je suis un résident permanent?; Les membres de ma famille sont-ils autorisés à venir au Canada?; Si vous avez demandé la citoyenneté canadienne; Mises à jour et liens connexes","Immigration, Réfugiés et Citoyenneté Canada","/fr/immigration-refugies-citoyennete.html","Les répercussions de la COVID-19 sur IRCC","/fr/immigration-refugies-citoyennete/services/coronavirus-covid19.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:50:55.419Z","Immigration, Réfugiés et Citoyenneté Canada","GV Gouvernement et vie politique; Politique; Politique d'immigration",,,
"https://www.canada.ca/fr/sante-publique/services/maladies/maladie-coronavirus-covid-19.html","fr","Maladie à coronavirus (COVID-19) : mise à jour sur l’éclosion, symptômes, prévention, voyage, préparations","false","Vous pensez avoir des symptômes?; Situation actuelle; Votre santé; Soutien financier et économique; Voyage; Sécurité; Renseignements ciblés; COVID-19 au Canada; Réponses aux questions sur les maladies à coronavirus; Ressources; Assistant virtuel COVID-19","Santé","/fr/services/sante.html","Maladies et affections","/fr/sante-publique/services/maladies.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:49:46.113Z","Agence de la santé publique du Canada",,,"campagnes; page de navigation","Informations sur la COVID-19 destinées aux Canadiens, y compris des liens vers des mises à jour sur les maladies, des conseils aux voyageurs, la façon de se préparer, les symptômes, la prévention, les risques, la réponse du Canada, le nombre de cas actuels, des réponses aux questions et des liens vers des ressources imprimables."
"https://www.canada.ca/fr/agence-revenu/campagnes/mise-a-jour-covid-19.html","fr","COVID-19 : Changements apportés en matière d'impôt et de prestations Canadienne","false","Touchés par la COVID-19","Agence du revenu du Canada","/fr/agence-revenu.html",,,,,"2020-03-30T00:00:00Z","2020-03-31T02:49:58.018Z","Agence du revenu du Canada","EC Économie et industrie; Impôt; Impôt sur le revenu; Impôt sur le revenu des particuliers,,,Impôt sur le revenu des sociétés",,,"Les plus récentes mesures fiscales prises par l’Agence pour aider les Canadiens à gérer leur dossier fiscal à mesure qu’évolue la situation sur la maladie à conoravirus (COVID-19)."
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/coronavirus-covid19.html","fr","Les répercussions de la maladie du coronavirus (COVID-19) sur l’immigration, les réfugiés, la citoyenneté et les services de passeport","false","Suivez :; Renseignements pertinents à votre situation; En demande; En vedette","Immigration, Réfugiés et Citoyenneté Canada","/fr/immigration-refugies-citoyennete.html",,,,,"2020-03-30T00:00:00Z","2020-03-31T02:50:07.277Z","Immigration, Réfugiés et Citoyenneté Canada",,,,"Incidence qu’a le COVID-19 sur les activités à IRCC"
"https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/derniers-conseils-sante-voyageurs.html","fr","Maladie à coronavirus (COVID-19) : Conseils aux voyageurs","true","Maladie à coronavirus (COVID-19); Sur cette page; Pour les Canadiens qui ont récemment voyagé; Pour tous les Canadiens qui n'ont pas voyagé à l'extérieur du pays; Dérogations aux restrictions de voyage; Éviter tout voyage non essentiel; Éviter tout voyage à bord de navires de croisière; Conseils de sécurité à l'étranger; Inscription des Canadiens à l'étranger; Liens connexes; Assistant virtuel COVID-19","Santé","/fr/services/sante.html","Maladies et affections","/fr/sante-publique/services/maladies.html","Maladie à coronavirus (COVID-19)","/fr/sante-publique/services/maladies/maladie-coronavirus-covid-19.html","2020-03-30T00:00:00Z","2020-03-31T02:51:53.973Z","Agence de la santé publique du Canada",,,"alertes; éducation et sensibilisation","Évitez les voyages non essentiels à l'extérieur du Canada et tous les voyages en bateau de croisière jusqu'à nouvel ordre en raison de la pandémie de la COVID-19 (coronavirus). Pour ceux qui arrivent au Canada, isolez-vous. Informations sur la sûreté et la sécurité à l'étranger, si vous devez voyager. S'inscrire si vous allez à l'étranger."
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/coronavirus-covid19/refugies.html","fr","Les répercussions de la maladie du coronavirus (COVID-19) sur l'immigration, les réfugiés, la citoyenneté et les services de passeport : réfugiés","true","Sur cette page :; Répondants de réfugiés et réfugiés à l’étranger en attente d’être réinstallés au Canada; Demandeurs d’asile; Mises à jour et liens connexes","Immigration, Réfugiés et Citoyenneté Canada","/fr/immigration-refugies-citoyennete.html","Les répercussions de la COVID-19 sur IRCC","/fr/immigration-refugies-citoyennete/services/coronavirus-covid19.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:52:20.117Z","Immigration, Réfugiés et Citoyenneté Canada","GV Gouvernement et vie politique; Politique; Politique d'immigration",,,"Refugies: Special measures to help temporary and permanent residents and applicants affected by the novel coronavirus (COVID 19)."
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/refugies/presenter-demande-asile-canada.html","fr","Demander le statut de réfugié de l’intérieur du Canada : À propos du processus","true","Le statut de réfugié","Immigration et citoyenneté","/fr/services/immigration-citoyennete.html","Réfugiés et demandes d’asile","/fr/immigration-refugies-citoyennete/services/refugies.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:51:33.545Z","Immigration, Réfugiés et Citoyenneté Canada","GV Gouvernement et vie politique; Politique; Politique d'immigration",,,"Présenter une demande d'asile depuis le Canada"
"https://www.canada.ca/fr/emploi-developpement-social/services/financement/fonds-accessibilite-petite-envergure.html","fr","Financement : Guide du demandeur relatif au Fonds pour l'accessibilité pour la composante des projets de petite envergure – Étape 1 : Aperçu","true","Projets de subventions et contributions affectés par la COVID-19","Emploi et Développement social Canada","/fr/emploi-developpement-social.html","Programmes de financement","/fr/emploi-developpement-social/services/financement.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:51:37.568Z","Emploi et Développement social Canada",,,,
"https://www.canada.ca/fr/promotion-economique-canada-atlantique/campagnes/covid19.html","fr","Maladie à coronavirus (COVID-19)","false",,"Agence de promotion économique du Canada atlantique","/fr/promotion-economique-canada-atlantique.html",,,,,"2020-03-30T00:00:00Z","2020-03-31T02:51:41.397Z","Agence de promotion économique du Canada atlantique","EC Économie et industrie",,"mesures prises",
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medicaments/quoi-neuf-medicaments-sante-canada.html","fr","Quoi de neuf - Médicaments","false","2020; 2019","Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-30T00:00:00Z","2020-03-31T02:56:17.401Z","Santé Canada","HE Santé et sécurité","grand public","page de navigation","Énumère les plus récents contenus de Santé Canada sur les médicaments y compris les avis de conformité (AC), les sommaires des motifs de décision (SMD), les fiches de renseignements et les bulletins d'information"
"https://www.canada.ca/fr/emploi-developpement-social/services/financement/developpement-social-securite-financiere-handicaps.html","fr","Présenter une demande de financement dans le cadre du Programme de partenariats pour le développement social – volet personnes handicapées – sécurité financière des personnes handicapées","true","Projets de subventions et contributions affectés par la COVID-19; Sur cette page; Période de demande; Processus de présentation des demandes; Description du financement; Objectif; Admissibilité; Comment votre demande sera évaluée; Étapes pour soumettre une demande; Après avoir présenté votre demande; Sessions d'information; Contactez-nous; Glossaire","Emploi et Développement social Canada","/fr/emploi-developpement-social.html","Programmes de financement","/fr/emploi-developpement-social/services/financement.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:55:04.070Z","Emploi et Développement social Canada","EC Économie et industrie; Financement",,"début d'un service",
"https://www.canada.ca/fr/emploi-developpement-social/services/financement/objectifs-developpement-durable-contributions.html","fr","Financement dans le cadre du Programme des objectifs de développement durable - contributions","true","Projets de subventions et contributions affectés par la COVID-19; Sur cette page; Période de demande; Description du financement; Objectifs; Admissibilité; Comment votre demande sera évaluée; Étapes de la présentation d'une demande; Après avoir présenté votre demande; Contactez-nous; Glossaire","Emploi et Développement social Canada","/fr/emploi-developpement-social.html","Programmes de financement","/fr/emploi-developpement-social/services/financement.html",,,"2020-03-30T00:00:00Z","2020-03-31T02:54:47.717Z","Emploi et Développement social Canada","EC Économie et industrie; Financement,PR Liens et fonctions; Développement; Développement économique; Développement durable",,"possibilité de financement",
"https://www.canada.ca/fr/institut-conservation/services/ateliers-conferences/calendrier-ateliers-institut-canadien-conservation.html","fr","Calendrier des ateliers de l'ICC","false","1er avril 2020 au 31 mars 2021","Culture, histoire et sport","/fr/services/culture.html","Histoire et patrimoine","/fr/services/culture/histoire-patrimoine.html","Muséologie et conservation","/fr/services/culture/histoire-patrimoine/museologie-conservation.html","2020-03-30T00:00:00Z","2020-03-31T02:54:50.309Z","Institut canadien de conservation",,,,"Le calendrier des ateliers de l'Institut canadien de conservation (ICC) comprend des ateliers régionaux et des ateliers de perfectionnement professionnel."
"https://www.canada.ca/fr/services/prestations/pensionspubliques/rpc/securite-vieillesse.html","fr","Pension de la Sécurité de vieillesse – Aperçu","false","Veuillez lire notre plus récent avis :; 1. Aperçu; Canadiens travaillant à l’étranger pour un employeur canadien; Guides et aide; Services connexes et renseignements","Prestations","/fr/services/prestations.html","Pensions publiques","/fr/services/prestations/pensionspubliques.html","Le Régime de pensions du Canada - Aperçu","/fr/services/prestations/pensionspubliques/rpc.html","2020-03-30T00:00:00Z","2020-03-31T02:53:31.337Z","Emploi et Développement social Canada","PR Liens et fonctions; Programme",,"description de programme","Old Age Security"
